time,open,high,low,close,tick_volume,spread,real_volume
2025-09-11 21:00:00,0.7962,0.79621,0.79607,0.79607,56,12,0
2025-09-11 21:03:00,0.79608,0.79612,0.79598,0.796,60,12,0
2025-09-11 21:06:00,0.79601,0.79608,0.79594,0.796,72,12,0
2025-09-11 21:09:00,0.79601,0.79602,0.79585,0.79589,70,12,0
2025-09-11 21:12:00,0.79589,0.79599,0.79588,0.79594,64,12,0
2025-09-11 21:15:00,0.79595,0.796,0.7959,0.7959,61,13,0
2025-09-11 21:18:00,0.79591,0.79599,0.79587,0.79597,59,14,0
2025-09-11 21:21:00,0.79598,0.79599,0.79585,0.79589,62,12,0
2025-09-11 21:24:00,0.79591,0.796,0.79589,0.79595,71,12,0
2025-09-11 21:27:00,0.79594,0.79598,0.79591,0.79595,40,12,0
2025-09-11 21:30:00,0.79594,0.79598,0.79592,0.79597,49,12,0
2025-09-11 21:33:00,0.79598,0.79602,0.7959,0.796,66,12,0
2025-09-11 21:36:00,0.79599,0.796,0.79592,0.79593,44,12,0
2025-09-11 21:39:00,0.79592,0.79595,0.79585,0.79588,32,13,0
2025-09-11 21:42:00,0.79587,0.7959,0.79577,0.79588,69,13,0
2025-09-11 21:45:00,0.79589,0.79589,0.7958,0.79584,46,15,0
2025-09-11 21:48:00,0.79583,0.79584,0.79573,0.79574,52,13,0
2025-09-11 21:51:00,0.79576,0.79577,0.79555,0.79555,95,15,0
2025-09-11 21:54:00,0.79556,0.79566,0.79556,0.7956,77,14,0
2025-09-11 21:57:00,0.79559,0.79567,0.79548,0.79558,97,13,0
2025-09-11 22:00:00,0.79559,0.7957,0.79559,0.79567,92,16,0
2025-09-11 22:03:00,0.79566,0.79568,0.79558,0.79563,70,16,0
2025-09-11 22:06:00,0.79564,0.79568,0.79559,0.79567,97,16,0
2025-09-11 22:09:00,0.79568,0.79575,0.79563,0.79573,59,14,0
2025-09-11 22:12:00,0.79574,0.79582,0.79573,0.79576,52,12,0
2025-09-11 22:15:00,0.79577,0.79578,0.79566,0.7957,44,12,0
2025-09-11 22:18:00,0.79569,0.79576,0.79566,0.7957,35,12,0
2025-09-11 22:21:00,0.79571,0.79576,0.79568,0.79576,39,12,0
2025-09-11 22:24:00,0.79577,0.79579,0.79566,0.79575,80,12,0
2025-09-11 22:27:00,0.79576,0.79585,0.79575,0.79584,54,12,0
2025-09-11 22:30:00,0.79585,0.79597,0.79584,0.7959,65,13,0
2025-09-11 22:33:00,0.79589,0.79594,0.79584,0.79592,45,12,0
2025-09-11 22:36:00,0.7959,0.79598,0.79588,0.7959,38,14,0
2025-09-11 22:39:00,0.7959,0.79594,0.79583,0.79586,46,12,0
2025-09-11 22:42:00,0.79585,0.79591,0.79582,0.79587,52,12,0
2025-09-11 22:45:00,0.79588,0.79591,0.7958,0.79585,40,12,0
2025-09-11 22:48:00,0.79584,0.79585,0.79579,0.7958,25,12,0
2025-09-11 22:51:00,0.79579,0.79586,0.79571,0.79575,34,12,0
2025-09-11 22:54:00,0.79576,0.79589,0.79576,0.79584,52,15,0
2025-09-11 22:57:00,0.79585,0.79586,0.79578,0.79585,45,12,0
2025-09-11 23:00:00,0.79587,0.79588,0.79576,0.7958,82,10,0
2025-09-11 23:03:00,0.79579,0.79582,0.79572,0.79575,56,10,0
2025-09-11 23:06:00,0.79576,0.79582,0.79573,0.79577,92,11,0
2025-09-11 23:09:00,0.79578,0.79582,0.79575,0.79581,61,12,0
2025-09-11 23:12:00,0.79582,0.79587,0.79571,0.79573,61,10,0
2025-09-11 23:15:00,0.79574,0.79582,0.79571,0.79575,90,11,0
2025-09-11 23:18:00,0.79576,0.7958,0.79571,0.79576,78,10,0
2025-09-11 23:21:00,0.79575,0.79578,0.79575,0.79578,21,10,0
2025-09-11 23:24:00,0.79577,0.79578,0.79574,0.79574,20,10,0
2025-09-11 23:27:00,0.79573,0.79575,0.79569,0.79572,31,10,0
2025-09-11 23:30:00,0.79573,0.79574,0.79566,0.79573,38,12,0
2025-09-11 23:33:00,0.79574,0.79577,0.79574,0.79576,9,10,0
2025-09-11 23:36:00,0.79575,0.79575,0.79572,0.79574,10,10,0
2025-09-11 23:39:00,0.79569,0.79575,0.79567,0.79575,23,19,0
2025-09-11 23:42:00,0.79574,0.79575,0.79573,0.79573,53,19,0
2025-09-11 23:45:00,0.79574,0.79585,0.7957,0.79585,18,19,0
2025-09-11 23:48:00,0.79586,0.79591,0.79583,0.79587,25,19,0
2025-09-11 23:51:00,0.79586,0.79588,0.7958,0.79583,28,19,0
2025-09-11 23:54:00,0.79584,0.79587,0.79579,0.79584,65,19,0
2025-09-11 23:57:00,0.79583,0.79585,0.7952,0.79521,178,19,0
2025-09-12 00:00:00,0.7954,0.79541,0.7954,0.79541,4,71,0
2025-09-12 00:03:00,0.7954,0.7954,0.7954,0.7954,1,72,0
2025-09-12 00:06:00,0.79542,0.79568,0.79542,0.79568,4,72,0
2025-09-12 00:09:00,0.79561,0.79631,0.7955,0.7955,121,73,0
2025-09-12 00:12:00,0.79554,0.7958,0.79554,0.79558,17,100,0
2025-09-12 00:15:00,0.79554,0.7956,0.79547,0.79547,18,88,0
2025-09-12 00:18:00,0.79547,0.79549,0.79496,0.79514,27,94,0
2025-09-12 00:21:00,0.79516,0.79527,0.79514,0.79522,23,100,0
2025-09-12 00:24:00,0.79519,0.79524,0.79511,0.79515,25,100,0
2025-09-12 00:27:00,0.79517,0.79533,0.795,0.79508,44,100,0
2025-09-12 00:30:00,0.79518,0.79526,0.79507,0.79513,28,100,0
